Cartella;Istanza;Run;Metodo;Costo;Tempo_Metodo
n25;RC104.txt;2;Greedy_2;1884.4;0.0005674362182617188
n25;RC104.txt;2;G2_Neigh1_Insertion;436.69999999999976;0.04119277000427246
n25;RC104.txt;2;G2_Neigh2_OrOpt;1884.4;4.1961669921875e-05
n25;RC104.txt;2;G2_Neigh3_Swap;1884.4;0.00014472007751464844
n25;RC104.txt;2;SA2_on_Neigh1;309.5;1.4963181018829346
n25;RC104.txt;2;SA2_on_Neigh2;310.2;1.6576874256134033
n25;RC104.txt;2;SA2_on_Neigh3;315.40000000000003;1.4424471855163574
n25;RC104.txt;2;GRASP_G2;306.59999999999974;3.4866058826446533
n25;RC104.txt;2;Tabu_G2;306.5999999999998;15.496683120727539
n25;RC104.txt;2;VNS_G2;436.69999999999976;0.13455605506896973
n25;RC104.txt;2;Memetic_Algorithm;307.89999999999986;9.363713502883911
n25;RC104.txt;3;Greedy_1;582.0999999999999;0.0005269050598144531
n25;RC104.txt;3;G1_Neigh1_Insertion;361.00000000000017;0.04363203048706055
n25;RC104.txt;3;G1_Neigh2_OrOpt;580.3999999999999;0.001195669174194336
n25;RC104.txt;3;G1_Neigh3_Swap;580.4;0.0010447502136230469
n25;RC104.txt;3;SA1_on_Neigh1;313.4;1.3590812683105469
n25;RC104.txt;3;SA1_on_Neigh2;310.20000000000005;1.5300920009613037
n25;RC104.txt;3;SA1_on_Neigh3;360.99999999999994;1.5640957355499268
n25;RC104.txt;3;GRASP_G1;309.4;7.05334210395813
n25;RC104.txt;3;Tabu_G1;317.4999999999999;15.336737632751465
n25;RC104.txt;3;VNS_G1;360.9999999999999;0.3110673427581787
n25;RC104.txt;3;Greedy_2;1884.4;0.00043892860412597656
n25;RC104.txt;3;G2_Neigh1_Insertion;436.69999999999976;0.04777216911315918
n25;RC104.txt;3;G2_Neigh2_OrOpt;1884.4;3.7670135498046875e-05
n25;RC104.txt;3;G2_Neigh3_Swap;1884.4;0.0001323223114013672
n25;RC104.txt;3;SA2_on_Neigh1;306.59999999999997;1.4410514831542969
n25;RC104.txt;3;SA2_on_Neigh2;365.1;1.5158157348632812
n25;RC104.txt;3;SA2_on_Neigh3;311.3;1.4428632259368896
n25;RC104.txt;3;GRASP_G2;308.9;6.438998699188232
n25;RC104.txt;3;Tabu_G2;306.5999999999998;15.136770963668823
n25;RC104.txt;3;VNS_G2;436.69999999999976;0.14002680778503418
n25;RC104.txt;3;Memetic_Algorithm;306.5999999999999;9.036245822906494
n25;RC108.txt;1;Greedy_1;439.79999999999995;0.0005762577056884766
n25;RC108.txt;1;G1_Neigh1_Insertion;357.9999999999999;0.038208723068237305
n25;RC108.txt;1;G1_Neigh2_OrOpt;427.0;0.0024824142456054688
n25;RC108.txt;1;G1_Neigh3_Swap;428.8;0.0019712448120117188
n25;RC108.txt;1;SA1_on_Neigh1;294.5;1.4287054538726807
n25;RC108.txt;1;SA1_on_Neigh2;299.0;1.7171556949615479
n25;RC108.txt;1;SA1_on_Neigh3;294.5;1.6798765659332275
n25;RC108.txt;1;GRASP_G1;294.50000000000006;5.256670713424683
n25;RC108.txt;1;Tabu_G1;295.39999999999895;15.39899206161499
n25;RC108.txt;1;VNS_G1;294.79999999999995;0.17575836181640625
n25;RC108.txt;1;Greedy_2;1884.4;0.00042247772216796875
n25;RC108.txt;1;G2_Neigh1_Insertion;423.1;0.054230451583862305
n25;RC108.txt;1;G2_Neigh2_OrOpt;1884.4;2.3126602172851562e-05
n25;RC108.txt;1;G2_Neigh3_Swap;1884.4;0.00010895729064941406
n25;RC108.txt;1;SA2_on_Neigh1;295.1;1.4565436840057373
n25;RC108.txt;1;SA2_on_Neigh2;299.0;1.4500489234924316
n25;RC108.txt;1;SA2_on_Neigh3;294.8;1.464348316192627
n25;RC108.txt;1;GRASP_G2;294.5;4.342224359512329
n25;RC108.txt;1;Tabu_G2;294.50000000000006;14.646895170211792
n25;RC108.txt;1;VNS_G2;423.0999999999999;0.10732793807983398
n25;RC108.txt;1;Memetic_Algorithm;294.49999999999994;10.633203983306885
n25;RC108.txt;2;Greedy_1;439.79999999999995;0.0005099773406982422
n25;RC108.txt;2;G1_Neigh1_Insertion;357.9999999999999;0.03729391098022461
n25;RC108.txt;2;G1_Neigh2_OrOpt;427.0;0.0018939971923828125
n25;RC108.txt;2;G1_Neigh3_Swap;428.8;0.0017087459564208984
n25;RC108.txt;2;SA1_on_Neigh1;300.9;1.850557804107666
n25;RC108.txt;2;SA1_on_Neigh2;294.8;1.7047812938690186
n25;RC108.txt;2;SA1_on_Neigh3;294.5;1.697615146636963
n25;RC108.txt;2;GRASP_G1;294.50000000000006;4.544177770614624
n25;RC108.txt;2;Tabu_G1;295.39999999999895;15.21211051940918
n25;RC108.txt;2;VNS_G1;294.79999999999995;0.22577953338623047
n25;RC108.txt;2;Greedy_2;1884.4;0.0007600784301757812
n25;RC108.txt;2;G2_Neigh1_Insertion;423.1;0.05813717842102051
n25;RC108.txt;2;G2_Neigh2_OrOpt;1884.4;3.910064697265625e-05
n25;RC108.txt;2;G2_Neigh3_Swap;1884.4;0.0001087188720703125
n25;RC108.txt;2;SA2_on_Neigh1;294.5;1.8419365882873535
n25;RC108.txt;2;SA2_on_Neigh2;294.5;1.4876854419708252
n25;RC108.txt;2;SA2_on_Neigh3;295.1;1.6433162689208984
n25;RC108.txt;2;GRASP_G2;294.50000000000006;4.901905298233032
n25;RC108.txt;2;Tabu_G2;294.50000000000006;14.9825918674469
n25;RC108.txt;2;VNS_G2;356.2;0.1948866844177246
n25;RC108.txt;2;Memetic_Algorithm;294.49999999999994;10.760107517242432
n25;RC108.txt;3;Greedy_1;439.79999999999995;0.00045037269592285156
n25;RC108.txt;3;G1_Neigh1_Insertion;357.9999999999999;0.03231000900268555
n25;RC108.txt;3;G1_Neigh2_OrOpt;427.0;0.001954317092895508
n25;RC108.txt;3;G1_Neigh3_Swap;428.8;0.0014636516571044922
n25;RC108.txt;3;SA1_on_Neigh1;294.8;1.5837464332580566
n25;RC108.txt;3;SA1_on_Neigh2;299.0;1.5811638832092285
n25;RC108.txt;3;SA1_on_Neigh3;294.8;2.0463857650756836
n25;RC108.txt;3;GRASP_G1;294.4999999999999;4.184497356414795
n25;RC108.txt;3;Tabu_G1;295.39999999999895;15.464111328125
n25;RC108.txt;3;VNS_G1;294.79999999999995;0.37807536125183105
n25;RC108.txt;3;Greedy_2;1884.4;0.00041365623474121094
n25;RC108.txt;3;G2_Neigh1_Insertion;423.1;0.06317400932312012
n25;RC108.txt;3;G2_Neigh2_OrOpt;1884.4;3.0279159545898438e-05
n25;RC108.txt;3;G2_Neigh3_Swap;1884.4;0.00010561943054199219
n25;RC108.txt;3;SA2_on_Neigh1;294.5;2.207566976547241
n25;RC108.txt;3;SA2_on_Neigh2;294.5;1.8766520023345947
n25;RC108.txt;3;SA2_on_Neigh3;295.4;1.5235235691070557
n25;RC108.txt;3;GRASP_G2;294.4999999999999;4.737230539321899
n25;RC108.txt;3;Tabu_G2;294.50000000000006;15.357468128204346
n25;RC108.txt;3;VNS_G2;356.2;0.15665197372436523
n25;RC108.txt;3;Memetic_Algorithm;294.49999999999994;10.506015539169312
n25;RC201.txt;1;Greedy_1;838.0999999999999;0.0005590915679931641
n25;RC201.txt;1;G1_Neigh1_Insertion;449.7000000000001;0.04107093811035156
n25;RC201.txt;1;G1_Neigh2_OrOpt;838.0999999999999;0.0005033016204833984
n25;RC201.txt;1;G1_Neigh3_Swap;832.8999999999999;0.0009303092956542969
n25;RC201.txt;1;SA1_on_Neigh1;449.7;1.271324872970581
n25;RC201.txt;1;SA1_on_Neigh2;361.20000000000005;1.3218965530395508
n25;RC201.txt;1;SA1_on_Neigh3;361.20000000000005;1.3270220756530762
n25;RC201.txt;1;GRASP_G1;361.20000000000016;3.7886314392089844
n25;RC201.txt;1;Tabu_G1;448.80000000000007;14.149298429489136
n25;RC201.txt;1;VNS_G1;449.6999999999999;0.16354131698608398
n25;RC201.txt;1;Greedy_2;1884.4;0.0004184246063232422
n25;RC201.txt;1;G2_Neigh1_Insertion;536.1000000000001;0.028258562088012695
n25;RC201.txt;1;G2_Neigh2_OrOpt;1884.4;2.6702880859375e-05
n25;RC201.txt;1;G2_Neigh3_Swap;1884.4;0.00010085105895996094
n25;RC201.txt;1;SA2_on_Neigh1;419.1;1.2068226337432861
n25;RC201.txt;1;SA2_on_Neigh2;473.20000000000005;1.2196862697601318
n25;RC201.txt;1;SA2_on_Neigh3;415.90000000000003;1.153958797454834
n25;RC201.txt;1;GRASP_G2;361.20000000000016;4.014364242553711
n25;RC201.txt;1;Tabu_G2;524.3000000000002;11.239369869232178
n25;RC201.txt;1;VNS_G2;416.79999999999995;0.11010384559631348
n25;RC201.txt;1;Memetic_Algorithm;360.19999999999993;9.443568229675293
n25;RC201.txt;2;Greedy_1;838.0999999999999;0.0008502006530761719
n25;RC201.txt;2;G1_Neigh1_Insertion;449.7000000000001;0.044695138931274414
n25;RC201.txt;2;G1_Neigh2_OrOpt;838.0999999999999;0.0006885528564453125
n25;RC201.txt;2;G1_Neigh3_Swap;832.8999999999999;0.0013408660888671875
n25;RC201.txt;2;SA1_on_Neigh1;413.2;1.2972865104675293
n25;RC201.txt;2;SA1_on_Neigh2;413.79999999999995;1.3542513847351074
n25;RC201.txt;2;SA1_on_Neigh3;413.2;1.1113791465759277
n25;RC201.txt;2;GRASP_G1;361.19999999999993;7.149941444396973
n25;RC201.txt;2;Tabu_G1;448.80000000000007;14.352136135101318
n25;RC201.txt;2;VNS_G1;449.69999999999993;0.11491513252258301
n25;RC201.txt;2;Greedy_2;1884.4;0.00044608116149902344
n25;RC201.txt;2;G2_Neigh1_Insertion;536.1000000000001;0.028696775436401367
n25;RC201.txt;2;G2_Neigh2_OrOpt;1884.4;2.1457672119140625e-05
n25;RC201.txt;2;G2_Neigh3_Swap;1884.4;0.00010776519775390625
n25;RC201.txt;2;SA2_on_Neigh1;413.09999999999997;1.144563913345337
n25;RC201.txt;2;SA2_on_Neigh2;1884.4;0.9317514896392822
n25;RC201.txt;2;SA2_on_Neigh3;386.8;1.4051780700683594
n25;RC201.txt;2;GRASP_G2;361.1999999999997;5.078727960586548
n25;RC201.txt;2;Tabu_G2;524.3000000000002;11.0302095413208
n25;RC201.txt;2;VNS_G2;536.0999999999998;0.1344292163848877
n25;RC201.txt;2;Memetic_Algorithm;360.19999999999993;9.308793783187866
n25;RC201.txt;3;Greedy_1;838.0999999999999;0.00042247772216796875
n25;RC201.txt;3;G1_Neigh1_Insertion;449.7000000000001;0.03341031074523926
n25;RC201.txt;3;G1_Neigh2_OrOpt;838.0999999999999;0.0005013942718505859
n25;RC201.txt;3;G1_Neigh3_Swap;832.8999999999999;0.0009303092956542969
n25;RC201.txt;3;SA1_on_Neigh1;360.20000000000005;1.451683521270752
n25;RC201.txt;3;SA1_on_Neigh2;467.9;1.2642309665679932
n25;RC201.txt;3;SA1_on_Neigh3;422.4;1.3903815746307373
n25;RC201.txt;3;GRASP_G1;361.20000000000016;4.779199838638306
n25;RC201.txt;3;Tabu_G1;448.80000000000007;14.41769814491272
n25;RC201.txt;3;VNS_G1;449.69999999999993;0.19889354705810547
n25;RC201.txt;3;Greedy_2;1884.4;0.00041365623474121094
n25;RC201.txt;3;G2_Neigh1_Insertion;536.1000000000001;0.028423070907592773
n25;RC201.txt;3;G2_Neigh2_OrOpt;1884.4;2.193450927734375e-05
n25;RC201.txt;3;G2_Neigh3_Swap;1884.4;0.00010585784912109375
n25;RC201.txt;3;SA2_on_Neigh1;361.2;1.2768220901489258
n25;RC201.txt;3;SA2_on_Neigh2;361.20000000000005;1.2196824550628662
n25;RC201.txt;3;SA2_on_Neigh3;420.40000000000003;1.3099815845489502
n25;RC201.txt;3;GRASP_G2;360.2000000000003;6.3426408767700195
n25;RC201.txt;3;Tabu_G2;524.3000000000002;11.472625732421875
n25;RC201.txt;3;VNS_G2;536.1000000000001;0.11089849472045898
n25;RC201.txt;3;Memetic_Algorithm;360.2;9.028981447219849
n25;RC204.txt;1;Greedy_1;486.7;0.0005948543548583984
n25;RC204.txt;1;G1_Neigh1_Insertion;392.5999999999999;0.053993940353393555
n25;RC204.txt;1;G1_Neigh2_OrOpt;485.0;0.007973432540893555
n25;RC204.txt;1;G1_Neigh3_Swap;485.0;0.004197359085083008
n25;RC204.txt;1;SA1_on_Neigh1;304.4;5.11377477645874
n25;RC204.txt;1;SA1_on_Neigh2;300.3;5.469676494598389
n25;RC204.txt;1;SA1_on_Neigh3;299.7;5.6754820346832275
n25;RC204.txt;1;GRASP_G1;299.7;14.877867221832275
n25;RC204.txt;1;Tabu_G1;299.6999999999999;21.03873348236084
n25;RC204.txt;1;VNS_G1;299.69999999999993;0.5003654956817627
n25;RC204.txt;1;Greedy_2;1884.4;0.00039005279541015625
n25;RC204.txt;1;G2_Neigh1_Insertion;434.7999999999999;0.059621572494506836
n25;RC204.txt;1;G2_Neigh2_OrOpt;1884.4;3.4332275390625e-05
n25;RC204.txt;1;G2_Neigh3_Swap;1884.4;9.918212890625e-05
n25;RC204.txt;1;SA2_on_Neigh1;299.7;6.880242824554443
n25;RC204.txt;1;SA2_on_Neigh2;303.5;4.179414987564087
n25;RC204.txt;1;SA2_on_Neigh3;333.9;4.1029744148254395
n25;RC204.txt;1;GRASP_G2;300.29999999999995;18.547065258026123
n25;RC204.txt;1;Tabu_G2;299.7000000000001;19.195077419281006
n25;RC204.txt;1;VNS_G2;299.69999999999993;0.4633972644805908
n25;RC204.txt;1;Memetic_Algorithm;299.6999999999998;16.245815992355347
n25;RC204.txt;2;Greedy_1;486.7;0.0004334449768066406
n25;RC204.txt;2;G1_Neigh1_Insertion;392.5999999999999;0.05135774612426758
n25;RC204.txt;2;G1_Neigh2_OrOpt;485.0;0.004822254180908203
n25;RC204.txt;2;G1_Neigh3_Swap;485.0;0.003271818161010742
n25;RC204.txt;2;SA1_on_Neigh1;300.3;4.70970892906189
n25;RC204.txt;2;SA1_on_Neigh2;303.3;4.847378253936768
n25;RC204.txt;2;SA1_on_Neigh3;300.3;5.280642032623291
n25;RC204.txt;2;GRASP_G1;303.2999999999998;11.523816347122192
n25;RC204.txt;2;Tabu_G1;299.6999999999999;20.65238308906555
n25;RC204.txt;2;VNS_G1;299.6999999999999;0.7421975135803223
n25;RC204.txt;2;Greedy_2;1884.4;0.0004019737243652344
n25;RC204.txt;2;G2_Neigh1_Insertion;434.7999999999999;0.05872797966003418
n25;RC204.txt;2;G2_Neigh2_OrOpt;1884.4;3.933906555175781e-05
n25;RC204.txt;2;G2_Neigh3_Swap;1884.4;0.0001380443572998047
n25;RC204.txt;2;SA2_on_Neigh1;312.5;3.708644390106201
n25;RC204.txt;2;SA2_on_Neigh2;299.7;3.9119598865509033
n25;RC204.txt;2;SA2_on_Neigh3;302.3;4.647344350814819
n25;RC204.txt;2;GRASP_G2;300.2999999999999;13.14134430885315
n25;RC204.txt;2;Tabu_G2;299.7000000000001;18.76517391204834
n25;RC204.txt;2;VNS_G2;333.4999999999999;0.5217199325561523
n25;RC204.txt;2;Memetic_Algorithm;299.6999999999997;16.59612464904785
n25;RC204.txt;3;Greedy_1;486.7;0.0005948543548583984
n25;RC204.txt;3;G1_Neigh1_Insertion;392.5999999999999;0.04776263236999512
n25;RC204.txt;3;G1_Neigh2_OrOpt;485.0;0.008655786514282227
n25;RC204.txt;3;G1_Neigh3_Swap;485.0;0.004528522491455078
n25;RC204.txt;3;SA1_on_Neigh1;363.59999999999997;5.0178022384643555
n25;RC204.txt;3;SA1_on_Neigh2;356.6;6.106079578399658
n25;RC204.txt;3;SA1_on_Neigh3;300.3;4.787031888961792
n25;RC204.txt;3;GRASP_G1;299.6999999999999;17.047147035598755
n25;RC204.txt;3;Tabu_G1;299.6999999999999;20.805551528930664
n25;RC204.txt;3;VNS_G1;299.6999999999998;1.284907341003418
n25;RC204.txt;3;Greedy_2;1884.4;0.0004444122314453125
n25;RC204.txt;3;G2_Neigh1_Insertion;434.7999999999999;0.05468130111694336
n25;RC204.txt;3;G2_Neigh2_OrOpt;1884.4;3.2901763916015625e-05
n25;RC204.txt;3;G2_Neigh3_Swap;1884.4;0.00010609626770019531
n25;RC204.txt;3;SA2_on_Neigh1;300.3;5.027609586715698
n25;RC204.txt;3;SA2_on_Neigh2;299.7;4.398919105529785
n25;RC204.txt;3;SA2_on_Neigh3;299.7;5.1990039348602295
n25;RC204.txt;3;GRASP_G2;303.3;9.534979581832886
n25;RC204.txt;3;Tabu_G2;299.7000000000001;19.54607319831848
n25;RC204.txt;3;VNS_G2;299.6999999999999;0.8792731761932373
n25;RC204.txt;3;Memetic_Algorithm;299.6999999999998;17.055084228515625
n25;RC208.txt;1;Greedy_1;380.4;0.0006313323974609375
n25;RC208.txt;1;G1_Neigh1_Insertion;301.70000000000005;0.055989742279052734
n25;RC208.txt;1;G1_Neigh2_OrOpt;370.9;0.005410194396972656
n25;RC208.txt;1;G1_Neigh3_Swap;370.8999999999999;0.004303455352783203
n25;RC208.txt;1;SA1_on_Neigh1;269.1;4.052913665771484
n25;RC208.txt;1;SA1_on_Neigh2;272.8;3.6037330627441406
n25;RC208.txt;1;SA1_on_Neigh3;269.1;3.9247326850891113
n25;RC208.txt;1;GRASP_G1;269.0999999999999;9.213006734848022
n25;RC208.txt;1;Tabu_G1;274.19999999999965;29.248108386993408
n25;RC208.txt;1;VNS_G1;301.7;0.32445645332336426
n25;RC208.txt;1;Greedy_2;1884.4;0.0004277229309082031
n25;RC208.txt;1;G2_Neigh1_Insertion;423.1000000000001;0.0554654598236084
n25;RC208.txt;1;G2_Neigh2_OrOpt;1884.4;2.6702880859375e-05
n25;RC208.txt;1;G2_Neigh3_Swap;1884.4;0.00010776519775390625
n25;RC208.txt;1;SA2_on_Neigh1;294.5;3.338984966278076
n25;RC208.txt;1;SA2_on_Neigh2;272.0;5.1532957553863525
n25;RC208.txt;1;SA2_on_Neigh3;294.5;5.287437915802002
n25;RC208.txt;1;GRASP_G2;269.1;9.031491994857788
n25;RC208.txt;1;Tabu_G2;294.5000000000001;18.922853708267212
n25;RC208.txt;1;VNS_G2;423.09999999999985;0.21439790725708008
n25;RC208.txt;1;Memetic_Algorithm;269.0999999999999;20.05341863632202
n25;RC208.txt;2;Greedy_1;380.4;0.0004906654357910156
n25;RC208.txt;2;G1_Neigh1_Insertion;301.70000000000005;0.051422119140625
n25;RC208.txt;2;G1_Neigh2_OrOpt;370.9;0.005369901657104492
n25;RC208.txt;2;G1_Neigh3_Swap;370.8999999999999;0.004214763641357422
n25;RC208.txt;2;SA1_on_Neigh1;294.5;6.6478588581085205
n25;RC208.txt;2;SA1_on_Neigh2;269.1;5.195823669433594
n25;RC208.txt;2;SA1_on_Neigh3;269.1;5.126408815383911
n25;RC208.txt;2;GRASP_G1;269.1;8.860260248184204
n25;RC208.txt;2;Tabu_G1;274.19999999999965;28.250935316085815
n25;RC208.txt;2;VNS_G1;301.7;0.34972167015075684
n25;RC208.txt;2;Greedy_2;1884.4;0.0006272792816162109
n25;RC208.txt;2;G2_Neigh1_Insertion;423.1000000000001;0.06590151786804199
n25;RC208.txt;2;G2_Neigh2_OrOpt;1884.4;4.124641418457031e-05
n25;RC208.txt;2;G2_Neigh3_Swap;1884.4;0.00015044212341308594
n25;RC208.txt;2;SA2_on_Neigh1;294.5;5.422455310821533
n25;RC208.txt;2;SA2_on_Neigh2;294.5;3.8926565647125244
n25;RC208.txt;2;SA2_on_Neigh3;294.5;6.72664737701416
n25;RC208.txt;2;GRASP_G2;269.1;9.248031854629517
n25;RC208.txt;2;Tabu_G2;294.5000000000001;18.768368244171143
n25;RC208.txt;2;VNS_G2;423.0999999999999;0.34795522689819336
n25;RC208.txt;2;Memetic_Algorithm;271.4999999999999;21.192851305007935
n25;RC208.txt;3;Greedy_1;380.4;0.0008971691131591797
n25;RC208.txt;3;G1_Neigh1_Insertion;301.70000000000005;0.05965375900268555
n25;RC208.txt;3;G1_Neigh2_OrOpt;370.9;0.007997751235961914
n25;RC208.txt;3;G1_Neigh3_Swap;370.8999999999999;0.004372358322143555
n25;RC208.txt;3;SA1_on_Neigh1;269.1;5.089745044708252
n25;RC208.txt;3;SA1_on_Neigh2;292.5;4.592183828353882
n25;RC208.txt;3;SA1_on_Neigh3;294.5;3.8081705570220947
n25;RC208.txt;3;GRASP_G1;269.09999999999997;9.938154935836792
n25;RC208.txt;3;Tabu_G1;274.19999999999965;29.075799226760864
n25;RC208.txt;3;VNS_G1;294.4999999999999;0.6961848735809326
n25;RC208.txt;3;Greedy_2;1884.4;0.0004067420959472656
n25;RC208.txt;3;G2_Neigh1_Insertion;423.1000000000001;0.06102156639099121
n25;RC208.txt;3;G2_Neigh2_OrOpt;1884.4;3.314018249511719e-05
n25;RC208.txt;3;G2_Neigh3_Swap;1884.4;0.00012183189392089844
n25;RC208.txt;3;SA2_on_Neigh1;269.1;3.7608046531677246
n25;RC208.txt;3;SA2_on_Neigh2;269.1;4.232005596160889
n25;RC208.txt;3;SA2_on_Neigh3;294.5;4.499342203140259
n25;RC208.txt;3;GRASP_G2;269.09999999999985;9.1486496925354
n25;RC208.txt;3;Tabu_G2;294.5000000000001;18.728923559188843
n25;RC208.txt;3;VNS_G2;361.39999999999986;0.5669987201690674
n25;RC208.txt;3;Memetic_Algorithm;269.09999999999985;19.779078245162964
n50;C101.txt;1;Greedy_1;810.3;0.0028259754180908203
n50;C101.txt;1;G1_Neigh1_Insertion;395.2000000000001;0.04015803337097168
n50;C101.txt;1;G1_Neigh2_OrOpt;810.3;0.0006213188171386719
n50;C101.txt;1;G1_Neigh3_Swap;810.3;0.00028252601623535156
n50;C101.txt;1;SA1_on_Neigh1;395.2;1.5873181819915771
n50;C101.txt;1;SA1_on_Neigh2;810.3;1.6049339771270752
n50;C101.txt;1;SA1_on_Neigh3;810.3;1.7227323055267334
n50;C101.txt;1;GRASP_G1;362.4000000000003;13.261915922164917
n50;C101.txt;1;Tabu_G1;395.2000000000001;23.746517419815063
n50;C101.txt;1;VNS_G1;395.19999999999993;0.3053929805755615
n50;C101.txt;1;Greedy_2;1347.0;0.07950687408447266
n50;C101.txt;1;G2_Neigh1_Insertion;395.2000000000002;0.08570218086242676
n50;C101.txt;1;G2_Neigh2_OrOpt;1347.0;0.00029277801513671875
n50;C101.txt;1;G2_Neigh3_Swap;1347.0;0.0001995563507080078
n50;C101.txt;1;SA2_on_Neigh1;395.2;1.443387746810913
n50;C101.txt;1;SA2_on_Neigh2;395.2;1.7059152126312256
n50;C101.txt;1;SA2_on_Neigh3;1347.0;1.4775934219360352
n50;C101.txt;1;GRASP_G2;362.39999999999975;9.611990690231323
n50;C101.txt;1;Tabu_G2;395.2000000000002;23.729119777679443
n50;C101.txt;1;VNS_G2;395.2000000000002;0.20658588409423828
n50;C101.txt;1;Memetic_Algorithm;362.39999999999986;15.476314783096313
n50;C101.txt;2;Greedy_1;810.3;0.0020117759704589844
n50;C101.txt;2;G1_Neigh1_Insertion;395.2000000000001;0.033212900161743164
n50;C101.txt;2;G1_Neigh2_OrOpt;810.3;0.0006177425384521484
n50;C101.txt;2;G1_Neigh3_Swap;810.3;0.0002815723419189453
n50;C101.txt;2;SA1_on_Neigh1;395.2;1.5069010257720947
n50;C101.txt;2;SA1_on_Neigh2;432.2;1.6944060325622559
n50;C101.txt;2;SA1_on_Neigh3;810.3;1.9168109893798828
n50;C101.txt;2;GRASP_G1;362.39999999999895;9.766735553741455
n50;C101.txt;2;Tabu_G1;395.2000000000001;23.785091876983643
n50;C101.txt;2;VNS_G1;395.2;0.1666240692138672
n50;C101.txt;2;Greedy_2;1347.0;0.08075952529907227
n50;C101.txt;2;G2_Neigh1_Insertion;395.2000000000002;0.08333897590637207
n50;C101.txt;2;G2_Neigh2_OrOpt;1347.0;0.0002570152282714844
n50;C101.txt;2;G2_Neigh3_Swap;1347.0;0.00019097328186035156
n50;C101.txt;2;SA2_on_Neigh1;395.2;1.5984978675842285
n50;C101.txt;2;SA2_on_Neigh2;1347.0;1.8396637439727783
n50;C101.txt;2;SA2_on_Neigh3;1347.0;1.7199571132659912
n50;C101.txt;2;GRASP_G2;362.4000000000001;11.380368947982788
n50;C101.txt;2;Tabu_G2;395.2000000000002;23.542012929916382
n50;C101.txt;2;VNS_G2;395.19999999999993;0.24878907203674316
n50;C101.txt;2;Memetic_Algorithm;362.39999999999986;15.360349178314209
n50;C101.txt;3;Greedy_1;810.3;0.0016486644744873047
n50;C101.txt;3;G1_Neigh1_Insertion;395.2000000000001;0.03133535385131836
n50;C101.txt;3;G1_Neigh2_OrOpt;810.3;0.0005466938018798828
n50;C101.txt;3;G1_Neigh3_Swap;810.3;0.0002541542053222656
n50;C101.txt;3;SA1_on_Neigh1;395.2;1.5735766887664795
n50;C101.txt;3;SA1_on_Neigh2;395.2;1.5157127380371094
n50;C101.txt;3;SA1_on_Neigh3;395.2;1.3703258037567139
n50;C101.txt;3;GRASP_G1;362.4;9.570398569107056
n50;C101.txt;3;Tabu_G1;395.2000000000001;24.312612056732178
n50;C101.txt;3;VNS_G1;395.2;0.19987940788269043
n50;C101.txt;3;Greedy_2;1347.0;0.08042383193969727
n50;C101.txt;3;G2_Neigh1_Insertion;395.2000000000002;0.08706927299499512
n50;C101.txt;3;G2_Neigh2_OrOpt;1347.0;0.0002617835998535156
n50;C101.txt;3;G2_Neigh3_Swap;1347.0;0.00022912025451660156
n50;C101.txt;3;SA2_on_Neigh1;395.2000000000002;1.5207514762878418
n50;C101.txt;3;SA2_on_Neigh2;1347.0;1.5381789207458496
n50;C101.txt;3;SA2_on_Neigh3;395.2;1.9025979042053223
n50;C101.txt;3;GRASP_G2;362.4000000000001;13.984533548355103
n50;C101.txt;3;Tabu_G2;395.2000000000002;23.551624298095703
n50;C101.txt;3;VNS_G2;395.2000000000002;0.21356415748596191
n50;C101.txt;3;Memetic_Algorithm;362.39999999999986;15.840781450271606
n50;C104.txt;1;Greedy_1;600.1999999999999;0.002832651138305664
n50;C104.txt;1;G1_Neigh1_Insertion;497.7999999999997;0.0661764144897461
n50;C104.txt;1;G1_Neigh2_OrOpt;588.9;0.010298967361450195
n50;C104.txt;1;G1_Neigh3_Swap;588.8999999999999;0.005376577377319336
n50;C104.txt;1;SA1_on_Neigh1;497.7999999999997;6.441442966461182
n50;C104.txt;1;SA1_on_Neigh2;427.6;6.443386077880859
n50;C104.txt;1;SA1_on_Neigh3;361.4;7.410913944244385
n50;C104.txt;1;GRASP_G1;365.7999999999996;47.50000190734863
n50;C104.txt;1;Tabu_G1;495.8999999999998;36.64560794830322
n50;C104.txt;1;VNS_G1;430.4;0.49337148666381836
n50;C104.txt;1;Greedy_2;1345.4;0.14885401725769043
n50;C104.txt;1;G2_Neigh1_Insertion;398.4999999999995;0.20287179946899414
n50;C104.txt;1;G2_Neigh2_OrOpt;1345.4;0.0004000663757324219
n50;C104.txt;1;G2_Neigh3_Swap;1345.4;0.0003421306610107422
n50;C104.txt;1;SA2_on_Neigh1;394.7;8.228257179260254
n50;C104.txt;1;SA2_on_Neigh2;361.4;6.188695669174194
n50;C104.txt;1;SA2_on_Neigh3;397.59999999999997;6.85812520980835
n50;C104.txt;1;GRASP_G2;373.6000000000002;36.39236879348755
n50;C104.txt;1;Tabu_G2;394.69999999999953;28.003326177597046
n50;C104.txt;1;VNS_G2;394.69999999999993;0.6737356185913086
n50;C104.txt;1;Memetic_Algorithm;357.9999999999999;25.024187803268433
n50;C104.txt;2;Greedy_1;600.1999999999999;0.0011153221130371094
n50;C104.txt;2;G1_Neigh1_Insertion;497.7999999999997;0.07702350616455078
n50;C104.txt;2;G1_Neigh2_OrOpt;588.9;0.008272647857666016
